map,i,start,goal_near,goal_far,closed,forward,backward
brc200d.map,65,34554,87166,86652,322,3,37
brc200d.map,66,50194,86646,49005,424,8193,7624
brc200d.map,67,56025,28902,31953,1202,132,1553
brc200d.map,68,65627,54372,54725,36,497,356
brc200d.map,69,46848,58483,90698,5374,8,80
brc200d.map,70,55713,56987,23237,5315,107,91
brc200d.map,71,70288,46346,47988,1855,384,3058
brc200d.map,72,9968,76391,84617,1015,305,172
brc200d.map,73,53976,42123,20684,3535,45,133
brc200d.map,74,51113,74836,28930,426,4851,3407
brc200d.map,75,56888,50665,49523,185,6751,7546
brc200d.map,76,17689,22250,26285,48,988,797
brc200d.map,77,24842,14556,50604,567,3370,4690
brc200d.map,78,21234,27885,52766,22,1480,2304
brc200d.map,79,56419,18655,54716,182,377,411
brc200d.map,80,47740,54351,52540,47,4756,5679
brc200d.map,81,79945,50281,50158,85,441,147
brc200d.map,82,53562,34020,52778,3225,2791,5044
brc200d.map,83,29904,6386,86100,59,414,926
brc200d.map,84,51930,32974,48255,1166,2826,3275
brc200d.map,85,48355,66142,54357,3104,3366,4354
brc200d.map,86,1808,54264,53183,486,59,1098
brc200d.map,87,29399,31453,11503,15,46,73
brc200d.map,88,53321,20667,39668,283,3726,3334
brc200d.map,89,54641,19735,54202,1538,5745,7448
brc200d.map,90,85057,55397,39147,81,3504,329
brc200d.map,91,75408,71765,55720,1421,1880,3887
brc200d.map,92,88201,55575,27306,830,2152,673
brc200d.map,93,50993,51586,50141,84,7511,8205
brc200d.map,94,17624,8438,56212,31,420,1759
brc200d.map,95,38090,54787,48118,2105,1232,1315
brc200d.map,96,52801,86631,62695,345,6342,4615
brc200d.map,97,50633,51269,50263,201,158,155
brc200d.map,98,59444,47574,85101,459,515,2867
brc200d.map,99,75889,58483,13577,1531,99,489
brc201d.map,0,73744,75393,120882,663,2174,3275
brc201d.map,1,72171,48283,100404,5924,6,4
brc201d.map,2,89137,52180,130595,940,9805,8417
brc201d.map,3,103873,99894,71089,123,0,21066
brc201d.map,4,130972,135647,84071,20,8545,12690
brc201d.map,5,83946,70492,7239,7534,2895,10793
brc201d.map,6,105920,85372,61496,133,224,688
brc201d.map,7,49672,100903,62643,309,4146,8173
brc201d.map,8,109281,110435,108169,21066,0,151
brc201d.map,9,35174,5638,132997,105,15324,10359
brc201d.map,10,131032,100119,85620,5263,15803,144
brc201d.map,11,5712,17690,102032,113,5692,5825
brc201d.map,12,98457,47886,24297,21066,0,0
brc201d.map,13,6435,43215,57238,21066,0,0
brc201d.map,14,131395,90820,50454,5186,352,599
brc201d.map,15,126714,107815,43693,5367,4895,11096
brc201d.map,16,71271,51062,69455,72,6029,4930
brc201d.map,17,114408,73987,142749,143,20923,444
brc201d.map,18,119344,126760,19236,45,21021,51
brc201d.map,19,6465,121666,129826,15779,408,4444
brc201d.map,20,21961,69675,103594,358,4079,3656
brc201d.map,21,137288,101679,109329,444,0,123
brc201d.map,22,6515,33558,95348,21066,0,70
brc201d.map,23,66609,11846,4542,1889,157,147
brc201d.map,24,133763,102222,67783,117,9946,12149
brc201d.map,25,66977,40597,68748,252,9034,5771
brc201d.map,26,89640,63439,33134,1066,3506,5250
brc201d.map,27,54882,113635,36730,1491,1406,1249
brc201d.map,28,70320,65438,110221,6427,14639,345
brc201d.map,29,105778,136471,6420,96,0,21066
brc201d.map,30,127880,86799,40608,8507,1832,12270
brc201d.map,31,30426,61330,105346,8110,12956,130
brc201d.map,32,129840,48114,108980,1707,3737,7096
brc201d.map,33,99248,131413,4471,7241,373,471
brc201d.map,34,62875,70246,77469,40,3873,5683
brc201d.map,35,98850,47117,135719,1377,6194,5346
brc201d.map,36,69713,41285,42173,105,20961,6
brc201d.map,37,102841,77068,53738,281,1830,2144
brc201d.map,38,64081,124413,97282,723,20343,21
brc201d.map,39,94298,57982,3726,522,5468,5766
brc201d.map,40,7608,57980,115491,2767,13655,10053
brc201d.map,41,23513,91074,130631,401,14925,10017
brc201d.map,42,133374,44102,45253,10271,22,5252
brc201d.map,43,56866,99212,100373,2716,18350,24
brc201d.map,44,56042,93143,127924,4676,8267,8411
brc201d.map,45,120139,66806,112151,183,20883,345
brc201d.map,46,7688,25460,81744,487,368,4410
brc201d.map,47,67545,62303,98468,5249,6,392
brc201d.map,48,65361,98916,18470,704,3173,2732
brc201d.map,49,111769,120131,32726,345,0,21066
brc201d.map,50,59529,79158,104933,6087,14979,107
brc201d.map,51,48329,59187,30411,10,0,21066
brc201d.map,52,139616,96630,63038,444,0,21066
brc201d.map,53,69072,98568,5645,155,6997,9816
brc201d.map,54,65059,67767,77331,23,11139,7356
brc201d.map,55,52584,70873,131007,60,0,21066
brc201d.map,56,42064,39330,101151,21066,0,24
brc201d.map,57,64208,43306,45261,1574,30,1261
brc201d.map,58,50058,79946,62710,176,5694,11765
brc201d.map,59,46345,42457,78633,13,699,651
brc201d.map,60,57224,95379,22742,21066,0,0
brc201d.map,61,83298,100811,14187,79,450,435
brc201d.map,62,134512,123246,68324,45,2979,287
brc201d.map,63,130991,80343,65435,4957,5098,12299
brc201d.map,64,65800,40998,26632,98,0,21066
brc201d.map,65,62304,4882,110778,455,12573,9677
brc201d.map,66,56848,113630,108665,1740,19326,345
brc201d.map,67,29281,114023,130614,176,0,21066
brc201d.map,68,100387,123604,73038,8814,0,0
brc201d.map,69,106240,84868,119324,21066,0,0
brc201d.map,70,29280,24577,86797,176,0,21066
brc201d.map,71,74353,101199,67510,122,5270,2883
brc201d.map,72,66983,82518,39047,66,219,148
brc201d.map,73,134904,102430,48344,5292,4917,13945
brc201d.map,74,91472,78639,98925,21066,0,0
brc201d.map,75,100083,100059,24292,27,3754,4141
brc201d.map,76,30419,87189,97558,1521,10888,11505
brc201d.map,77,82392,64443,99245,104,1838,6406
brc201d.map,78,109305,65427,61523,20,0,21066
brc201d.map,79,94568,104699,33154,70,0,21066
brc201d.map,80,51392,44485,7221,1126,1019,2845
brc201d.map,81,45259,40116,138461,1192,19874,444
brc201d.map,82,59912,101262,67511,739,6638,3488
brc201d.map,83,134857,65430,66551,231,0,21066
brc201d.map,84,124403,132940,138757,44,21022,231
brc201d.map,85,100826,109426,106324,21066,0,345
brc201d.map,86,137192,104217,91597,231,0,21066
brc201d.map,87,111945,89386,36346,62,10300,15419
brc201d.map,88,23134,96190,82140,4777,16289,250
brc201d.map,89,129078,123622,89263,25,5164,3295
brc201d.map,90,85257,45582,39435,250,0,21066
brc201d.map,91,136513,79788,16515,10,0,21066
brc201d.map,92,69100,62309,54476,5236,80,7272
brc201d.map,93,61937,139538,149362,21066,0,444
brc201d.map,94,113121,126692,85002,915,2825,2628
brc201d.map,95,79168,66599,40897,4189,1247,6859
brc201d.map,96,51009,93130,78797,4395,2810,4285
brc201d.map,97,87177,97293,109748,144,0,21066
brc201d.map,98,64979,108653,3342,21066,0,0
brc201d.map,99,62124,68710,25740,45,21021,117
brc202d.map,0,198597,69617,76493,16430,6682,13100
brc202d.map,1,45339,59000,45051,151,4541,4438
brc202d.map,2,69000,191876,117111,29512,0,0
brc202d.map,3,76497,42633,141163,4764,18008,15528
brc202d.map,4,89969,113628,49604,101,2513,5154
brc202d.map,5,114920,145116,36617,471,5919,10695
brc202d.map,6,224282,235852,34060,401,5601,11987
brc202d.map,7,144553,119446,115275,146,29374,22571
brc202d.map,8,51053,114485,150575,13070,9498,10904
brc202d.map,9,127840,61999,194073,1484,22688,35199
brc202d.map,10,41810,147062,141787,22683,397,7071
brc202d.map,11,44088,46659,75489,62,5143,4508
brc202d.map,12,69490,117483,36556,22443,0,0
brc202d.map,13,37122,187039,51892,6187,6074,4786
brc202d.map,14,232851,117982,49669,6455,5118,5602
brc202d.map,15,114763,126351,222238,1266,23188,30800
brc202d.map,16,193380,64942,32215,20277,3963,12132
brc202d.map,17,40555,70070,127351,337,12269,4019
brc202d.map,18,115448,145796,35273,4903,17453,22452
brc202d.map,19,53078,32046,205683,400,18547,16392
brc202d.map,20,157873,73031,60446,18814,2076,8644
brc202d.map,21,34756,63524,122548,647,21771,22302
brc202d.map,22,139784,76605,64951,14675,4982,10512
brc202d.map,23,118296,57660,156863,9833,9019,26559
brc202d.map,24,105578,71573,55894,9798,5972,10913
brc202d.map,25,50135,42183,51255,358,926,629
brc202d.map,26,37081,67523,207723,7100,6183,3904
brc202d.map,27,117073,95907,25681,101,22344,22346
brc202d.map,28,37546,40514,65607,541,1821,343
brc202d.map,29,28072,139293,126351,1808,22201,6600
brc202d.map,30,191560,124472,49667,6598,3614,6299
brc202d.map,31,137073,219781,221298,11769,35,3629
brc202d.map,32,75560,114757,111973,1277,22790,15795
brc202d.map,33,43553,84066,83554,535,9,3013
brc202d.map,34,140160,178283,57484,2301,17908,21904
brc202d.map,35,61986,128870,134365,6997,0,0
brc202d.map,36,141083,119454,110967,376,785,1652
brc202d.map,37,140776,50106,196404,7653,7469,6027
brc202d.map,38,129368,56085,36559,7260,277,5536
brc202d.map,39,188602,189085,70524,22,22198,18514
brc202d.map,40,39080,95901,116459,12610,422,6850
brc202d.map,41,113960,64641,73883,14433,0,0
brc202d.map,42,130203,81431,65799,124,279,1527
brc202d.map,43,30707,35295,48606,72,7741,5181
brc202d.map,44,28071,95967,95517,3852,153,781
brc202d.map,45,56890,60943,10957,38,10064,8081
brc202d.map,46,124057,182035,29687,4061,19304,22279
brc202d.map,47,43153,125050,150116,8580,1793,7877
brc202d.map,48,25681,40134,138067,6443,23709,19988
brc202d.map,49,91104,58103,41612,2802,313,259
brc202d.map,50,40690,115556,59359,6076,6286,5450
brc202d.map,51,149120,118531,119089,1081,341,2806
brc202d.map,52,138753,91373,41690,1541,4336,2700
brc202d.map,53,49545,31283,139598,7310,22154,13479
brc202d.map,54,78488,49218,119158,8418,4180,13494
brc202d.map,55,140665,116441,72125,410,14971,18312
brc202d.map,56,190047,60671,42038,12905,46,5147
brc202d.map,57,92619,137542,114123,22564,72,10262
brc202d.map,58,37569,46682,132747,86,1613,304
brc202d.map,59,8450,178020,77486,5840,7364,7552
brc202d.map,60,119601,57097,74527,10380,4514,16987
brc202d.map,61,79057,77046,77509,6,39,39
brc202d.map,62,210706,184557,29223,1114,23941,29795
brc202d.map,63,178787,95478,73511,9064,6727,22038
brc202d.map,64,91384,94900,54157,13,9478,13641
brc202d.map,65,31485,56589,142679,127,9934,7891
brc202d.map,66,229296,45611,40306,7621,16896,20511
brc202d.map,67,114245,136415,57934,934,310,188
brc202d.map,68,62729,75062,61955,2587,2020,5980
brc202d.map,69,70363,150669,95127,12209,1297,10746
brc202d.map,70,62488,79506,59701,193,4951,4059
brc202d.map,71,62017,32716,192074,440,15277,19667
brc202d.map,72,91963,89950,123574,6,873,3709
brc202d.map,73,186071,225803,122543,481,4113,4932
brc202d.map,74,219729,187595,106946,1544,3089,6902
brc202d.map,75,219785,118642,69506,4146,20003,17535
brc202d.map,76,70633,91381,159389,21321,541,9605
brc202d.map,77,49848,112497,87418,23733,144,65
brc202d.map,78,56172,69173,140012,1875,12150,13813
brc202d.map,79,98027,42598,142086,310,6742,2806
brc202d.map,80,38312,74516,57738,256,9447,13007
brc202d.map,81,215202,70650,46342,17443,7141,13876
brc202d.map,82,49618,201645,224282,17856,9,1407
brc202d.map,83,172752,115440,61724,145,14033,11231
brc202d.map,84,116277,73580,59156,866,8990,7611
brc202d.map,85,127212,161917,73494,445,13067,12426
brc202d.map,86,122041,235855,60924,9509,13907,22226
brc202d.map,87,35017,76575,60930,509,2606,3653
brc202d.map,88,60705,43667,13973,99,2330,310
brc202d.map,89,52213,147639,128342,19622,8145,8171
brc202d.map,90,77056,132123,64828,22280,108,676
brc202d.map,91,49593,61774,126083,2384,7424,9942
brc202d.map,92,67809,125570,225771,1809,4633,4250
brc202d.map,93,68434,144551,144557,22674,9,10474
brc202d.map,94,49226,114131,168223,1305,9389,12011
brc202d.map,95,82553,67038,176485,4525,17154,17802
brc202d.map,96,37052,89517,105694,5340,1536,3435
brc202d.map,97,142089,119940,101556,80,2733,6946
brc202d.map,98,183037,115975,44678,2452,4231,3968
brc202d.map,99,147653,136141,33013,3753,7957,22089
brc203d.map,0,36820,40294,94109,50,4792,2581
brc203d.map,1,78932,91396,63308,137,876,1440
brc203d.map,2,41657,65741,4518,630,2100,1241
brc203d.map,3,67081,66548,52830,10,5693,3645
brc203d.map,4,69792,53589,90058,64,973,993
brc203d.map,5,8704,14937,54387,426,1521,4100
brc203d.map,6,34683,35711,30959,189,451,1017
brc203d.map,7,67584,92193,1443,1552,398,6892
brc203d.map,8,76561,38165,50532,217,6736,1052
brc203d.map,9,40394,41149,42196,59,38,82
brc203d.map,10,33035,9566,4779,109,200,327
brc203d.map,11,27451,5599,86541,3564,2708,5903
brc203d.map,12,53860,80534,4877,2383,386,2480
brc203d.map,13,5658,6935,46301,79,3196,3236
brc203d.map,14,40025,37966,6338,612,448,1245
brc203d.map,15,67857,53044,86550,654,1405,2031
brc203d.map,16,6104,49586,48354,2924,207,705
brc203d.map,17,80360,66801,37378,111,3466,3601
brc203d.map,18,73841,66333,4004,165,3851,4333
brc203d.map,19,51679,90838,4887,2366,289,1057
brc203d.map,20,3312,41156,67372,989,1689,179
brc203d.map,21,48896,32705,13081,71,599,696
brc203d.map,22,66328,97607,6382,1402,4505,5346
brc203d.map,23,64624,80268,80644,1545,53,78
brc203d.map,24,12233,35948,36045,2491,23,79
brc203d.map,25,49584,47141,44679,24,848,460
brc203d.map,26,38650,66013,67660,717,34,129
brc203d.map,27,2248,39523,40031,264,1797,1031
brc203d.map,28,7440,4052,46477,851,1573,3918
brc203d.map,29,16562,37613,89243,454,5039,2086
brc203d.map,30,92457,3033,5947,2977,95,4948
brc203d.map,31,11712,35477,38732,416,28,54
brc203d.map,32,44368,37886,58189,28,421,119
brc203d.map,33,54435,78430,97069,5122,618,4137
brc203d.map,34,66529,96772,6705,1733,5390,6844
brc203d.map,35,32297,30810,5241,2463,621,3987
brc203d.map,36,50057,65982,31767,746,848,2001
brc203d.map,37,42425,43317,96527,357,4977,6662
brc203d.map,38,5825,53563,39726,922,71,607
brc203d.map,39,50658,54374,40607,1819,0,0
brc203d.map,40,29071,13343,8740,2297,19,4267
brc203d.map,41,52497,83285,5037,1712,367,2843
brc203d.map,42,65216,73571,39267,47,1685,2533
brc203d.map,43,1440,37107,79213,1032,8120,1371
brc203d.map,44,29065,63315,93554,3603,1916,5982
brc203d.map,45,13056,13857,65421,13,6000,1032
brc203d.map,46,5002,37894,31090,633,5250,1072
brc203d.map,47,30129,39293,5990,106,1150,6297
brc203d.map,48,87874,44386,16045,3543,1445,3965
brc203d.map,49,4995,35467,38652,352,3346,317
brc203d.map,50,79248,81419,38194,20,3422,3536
brc203d.map,51,24944,16035,96784,79,5021,4063
brc203d.map,52,44128,54974,8478,641,694,879
brc203d.map,53,66488,65675,41436,7,2300,4286
brc203d.map,54,77600,17375,32976,1243,840,5145
brc203d.map,55,91384,27645,44856,3870,3251,2930
brc203d.map,56,53495,52479,47893,1808,7,987
brc203d.map,57,88130,16014,5723,2235,525,3348
brc203d.map,58,37104,38650,53641,579,178,298
brc203d.map,59,39027,6118,6667,3241,1233,1679
brc203d.map,60,91936,78217,64947,419,1427,768
brc203d.map,61,6913,11722,92463,542,7757,9646
brc203d.map,62,54392,78137,7084,2027,2897,1918
brc203d.map,63,42224,44934,30419,21,567,163
brc203d.map,64,48636,36550,7295,377,4778,2330
brc203d.map,65,54392,40353,2506,618,166,1525
brc203d.map,66,11194,43300,37878,151,102,431
brc203d.map,67,32842,5579,31630,3544,1033,1497
brc203d.map,68,43635,31495,5173,56,673,1674
brc203d.map,69,45211,43844,77910,23,1319,3049
brc203d.map,70,91936,39283,4866,5564,872,5288
brc203d.map,71,6417,7179,3345,52,827,124
brc203d.map,72,31496,7459,42737,5128,32,446
brc203d.map,73,45424,27165,5502,1746,80,1255
brc203d.map,74,64394,80307,31495,1033,2265,3575
brc203d.map,75,18193,29180,32047,2798,675,1524
brc203d.map,76,79785,41966,35457,3183,241,2480
brc203d.map,77,16848,10631,32701,31,2564,1166
brc203d.map,78,6771,6838,25942,157,5205,4739
brc203d.map,79,37929,89230,93557,4543,473,2646
brc203d.map,80,6576,7666,55111,15,1611,2066
brc203d.map,81,44952,70061,80594,894,2004,3989
brc203d.map,82,53048,42780,97342,558,1650,1675
brc203d.map,83,78712,87899,42170,615,4204,1233
brc203d.map,84,26560,64121,83823,1508,3480,1313
brc203d.map,85,34456,38164,39200,370,231,1305
brc203d.map,86,98132,80109,65407,1819,1944,1647
brc203d.map,87,40037,37294,31071,170,37,87
brc203d.map,88,78729,46285,3942,3344,3277,4110
brc203d.map,89,39513,40611,34725,23,865,235
brc203d.map,90,5704,8698,78988,146,3247,379
brc203d.map,91,66296,85203,14143,535,1127,2197
brc203d.map,92,13601,6262,62769,77,1787,227
brc203d.map,93,5907,45203,42762,2774,31,31
brc203d.map,94,88440,29596,35995,6878,1216,1237
brc203d.map,95,79784,41710,36822,3974,18,1601
brc203d.map,96,69512,79249,77401,284,150,55
brc203d.map,97,7153,54995,80036,2701,6234,6209
brc203d.map,98,40042,52757,49435,172,166,95
brc203d.map,99,10345,35757,78673,734,7519,1326
brc204d.map,0,120671,68166,68575,3972,10,10
brc204d.map,1,126026,109391,57727,502,7158,1244
brc204d.map,2,112600,112330,68998,634,899,2487
brc204d.map,3,143152,107706,115032,2569,109,109
brc204d.map,4,1696,61471,62312,590,108,291
brc204d.map,5,46432,122104,117018,4254,332,6065
brc204d.map,6,77376,31396,115394,859,2119,3565
brc204d.map,7,74021,28015,136333,137,2178,2284
brc204d.map,8,121491,123099,35567,1015,7477,8535
brc204d.map,9,118056,137297,110015,60,460,123
brc204d.map,10,101449,143026,26774,839,3860,7157
brc204d.map,11,115672,115965,141371,127,5758,1066
brc204d.map,12,134729,110486,3782,99,907,2480
brc204d.map,13,141832,118065,114749,768,30,1400
brc204d.map,14,109379,100934,120967,904,120,2165
brc204d.map,15,143865,144694,114715,13,180,372
brc204d.map,16,130072,72356,14665,2418,400,2261
brc204d.map,17,119260,105951,118158,259,898,1215
brc204d.map,18,135090,126366,96191,1579,76,358
brc204d.map,19,62308,78187,119388,108,1112,3317
brc204d.map,20,42232,116235,133424,5024,97,109
brc204d.map,21,43072,113463,114012,3316,295,3223
brc204d.map,22,119816,120258,89223,26,877,3948
brc204d.map,23,94112,132985,129029,976,4070,3233
brc204d.map,24,157356,139319,101238,2620,259,2208
brc204d.map,25,152347,113493,109534,243,1022,190
brc204d.map,26,69843,146494,116091,832,211,4173
brc204d.map,27,143018,133844,115229,45,290,502
brc204d.map,28,95376,108444,120155,1267,49,505
brc204d.map,29,115254,139378,128030,394,443,93
brc204d.map,30,110483,118045,144686,60,539,279
brc204d.map,31,26361,25514,110188,15,6028,3452
brc204d.map,32,123392,133045,105946,1141,398,138
brc204d.map,33,174504,93260,52284,1651,4486,1020
brc204d.map,34,107696,92505,142658,3516,170,2593
brc204d.map,35,121075,115268,103318,63,2649,4910
brc204d.map,36,113521,134245,3773,460,3239,4613
brc204d.map,37,103792,118551,62301,193,1041,4038
brc204d.map,38,112338,111438,109956,169,1720,1602
brc204d.map,39,87811,109107,20916,2848,646,121
brc204d.map,40,24680,104294,113633,7234,466,2464
brc204d.map,41,107052,37245,157358,3215,210,1044
brc204d.map,42,112627,149005,117348,296,478,211
brc204d.map,43,64810,112877,115995,3926,140,2535
brc204d.map,44,93282,93674,113507,28,999,2199
brc204d.map,45,110568,111238,31786,1334,2209,4793
brc204d.map,46,109721,56471,52689,6172,21,2808
brc204d.map,47,120514,51444,6723,842,2437,2092
brc204d.map,48,122133,139735,4598,1544,367,2388
brc204d.map,49,33073,5026,106630,110,6571,3565
brc204d.map,50,63160,53119,17588,38,87,539
brc204d.map,51,135984,148062,35546,1541,283,1597
brc204d.map,52,112952,112569,118475,65,70,174
brc204d.map,53,109761,114389,127199,46,165,742
brc204d.map,54,134249,102596,67738,2372,329,2485
brc204d.map,55,115224,105388,23868,3276,4490,2022
brc204d.map,56,58960,77786,108034,62,4314,2565
brc204d.map,57,117954,121414,116869,676,64,331
brc204d.map,58,42232,103867,94759,5648,2693,3275
brc204d.map,59,123585,135926,76516,2890,168,3881
brc204d.map,60,100601,121477,118882,346,172,2837
brc204d.map,61,116370,116421,107050,52,831,154
brc204d.map,62,21352,51441,87106,186,10660,4368
brc204d.map,63,112125,122245,115365,113,417,1326
brc204d.map,64,49778,116068,116149,1398,82,6914
brc204d.map,65,123506,115629,174491,85,291,133
brc204d.map,66,61891,130078,133469,916,292,602
brc204d.map,67,101233,110981,119372,875,100,1358
brc204d.map,68,119398,79867,26782,3812,127,8623
brc204d.map,69,114697,123781,147642,1356,1221,785
brc204d.map,70,113814,141365,92150,104,1278,711
brc204d.map,71,125056,108810,124396,259,1085,1489
brc204d.map,72,140948,140548,37238,20,2945,1527
brc204d.map,73,113961,112750,103027,137,384,113
brc204d.map,74,135498,140127,30972,43,2994,4659
brc204d.map,75,77784,146383,135712,475,6942,6244
brc204d.map,76,108708,95917,20087,2049,1542,6469
brc204d.map,77,114522,114350,89630,173,128,294
brc204d.map,78,115864,77364,151086,1450,3262,904
brc204d.map,79,112099,147638,116853,230,343,602
brc204d.map,80,114840,111056,135982,75,3765,275
brc204d.map,81,124616,138136,117719,561,125,1085
brc204d.map,82,115731,116740,71108,803,9645,920
brc204d.map,83,109120,122527,167811,90,289,1159
brc204d.map,84,113289,147214,28438,149,2199,6206
brc204d.map,85,136786,145951,69814,642,476,1128
brc204d.map,86,121072,115158,118062,280,149,2369
brc204d.map,87,108897,107274,43092,1820,5101,4442
brc204d.map,88,162369,113434,144690,479,2511,4450
brc204d.map,89,64392,58961,23428,17,736,737
